BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	Signal_Saturation	Protocol file name	preprocessingDate	Fri, 14 Jul 2023 11:37:52 GMT
	Barcode	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317419	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317420	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421	710317421
	Exposure time	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0
	Cycle	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124	124	92	97	102	107	112	117	122	124
	PamChip Location	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	Array	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4
	Visual QC	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK
	Comment 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B
	Sample name	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	A4	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B1	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B2	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B3	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	B4	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4	C4
ID
#REF		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
